2021-05-30 21:28:42 67      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=ImpulseStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\new\quotes_2021-02-22;
2021-05-30 21:28:44 14      AAL: SL reached. Pending. Close price: 19.17. Candle: ID:1701, Time: 9:50, Close: 19.17. Profit: -0.23(-1.19%)
2021-05-30 21:28:44 14      AAL: OrderID: f283e03b. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:44 14      AAL: OrderID: f283e03b fully executed
2021-05-30 21:28:44 14      AAL: BuyPending. Strategy: ImpulseStrategy. Price: 19.38. StopLoss: 19.15. Candle: ID:2855, Time: 12:30, Close: 19.38. Details: Trend: 12:15(2702)-12:30(2856). PrevMinMax: 19.02/19.32. Trend AB: 2.57251/18.95989. Trend Max/Fall/SD: 19.38/0.58/0.25; TrendGrow: +2.00%. DayAvgChange: 0.38%
2021-05-30 21:28:44 14      AAL: OrderID: 22df3cf3. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:44 15      AAL: OrderID: 22df3cf3 fully executed
2021-05-30 21:28:44 16      AAL: Pulling stop loss to current price. Price: 19.21. MaxPrice: 19.63. Candle: ID:3326, Time: 12:40, Close: 19.65.
2021-05-30 21:28:44 16      AAL: Pulling stop loss to current price. Price: 19.55. MaxPrice: 19.68. Candle: ID:3412, Time: 12:45, Close: 19.7.
2021-05-30 21:28:44 18      AAL: SL reached. Pending. Close price: 19.53. Candle: ID:7118, Time: 14:30, Close: 19.53. Profit: 0.15(0.77%)
2021-05-30 21:28:44 18      AAL: OrderID: 8867f3fd. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:44 18      AAL: OrderID: 8867f3fd partially executed. Executed lots: 11. OrderStatus: 11/12 lots
2021-05-30 21:28:44 18      AAL: OrderID: 8867f3fd fully executed
2021-05-30 21:28:44 21      AAL: BuyPending. Strategy: ImpulseStrategy. Price: 20.18. StopLoss: 19.76. Candle: ID:13358, Time: 14:45, Close: 20.18. Details: Trend: 14:35(9909)-14:45(13359). PrevMinMax: 19.31/19.96. Trend AB: 0.24796/19.50967. Trend Max/Fall/SD: 20.27/1.04/0.56; TrendGrow: +4.45%. DayAvgChange: 0.72%
2021-05-30 21:28:44 21      AAL: OrderID: 059e9315. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:44 21      AAL: OrderID: 059e9315 fully executed
2021-05-30 21:28:44 22      AAL: Pulling stop loss to current price. Price: 20.01. MaxPrice: 20.18. Candle: ID:15057, Time: 14:55, Close: 20.21.
2021-05-30 21:28:44 24      AAL: Pulling stop loss to current price. Price: 20.41. MaxPrice: 20.69. Candle: ID:20414, Time: 15:25, Close: 20.72.
2021-05-30 21:28:44 25      AAL: Pulling stop loss to current price. Price: 20.73. MaxPrice: 20.92. Candle: ID:23366, Time: 15:45, Close: 20.95.
2021-05-30 21:28:44 26      AAL: SL reached. Pending. Close price: 20.72. Candle: ID:26211, Time: 16:05, Close: 20.72. Profit: 0.54(2.68%)
2021-05-30 21:28:44 26      AAL: OrderID: b294f64d. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:44 26      AAL: OrderID: b294f64d fully executed
2021-05-30 21:28:44 32      AAPL_BBG000B9XRY4_2021-02-22
2021-05-30 21:28:47 12      ABBV_BBG0025Y4RY4_2021-02-22
2021-05-30 21:28:47 21      ABNB_BBG001Y2XS07_2021-02-22
2021-05-30 21:28:47 26      ABNB: SPYKE!. Candle: ID:77, Time: 7:50, Close: 189.96
2021-05-30 21:28:47 26      ABNB: BuyPending. Strategy: ImpulseStrategy. Price: 201.68. StopLoss: 199.05. Candle: ID:815, Time: 14:30, Close: 201.68. Details: Trend: 14:20(596)-14:30(816). PrevMinMax: 198.52/199.99. Trend AB: 12.31430/198.82417. Trend Max/Fall/SD: 201.68/0.65/0.27; TrendGrow: +2.12%. DayAvgChange: 0.35%
2021-05-30 21:28:47 27      ABNB: OrderID: 8a93ba2f. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:47 27      ABNB: OrderID: 8a93ba2f fully executed
2021-05-30 21:28:47 27      ABNB: Rebuild trend due to changeFromTrend(0.82%) > MaxFall(0.65%). Candle: ID:920, Time: 14:30, Close: 204.49. Trend: A: 13.25459, B: 198.73433, Max: 204.49, MaxFall: 1.00, SD: 0.27
2021-05-30 21:28:47 27      ABNB: Pulling stop loss to current price. Price: 200.7. MaxPrice: 202.8. Candle: ID:1246, Time: 14:40, Close: 203.08.
2021-05-30 21:28:47 27      ABNB: SL reached. Pending. Close price: 200.51. Candle: ID:1322, Time: 14:40, Close: 200.51. Profit: -1.17(-0.58%)
2021-05-30 21:28:47 27      ABNB: OrderID: b1186822. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:47 27      ABNB: OrderID: b1186822 fully executed
2021-05-30 21:28:47 29      ABT_BBG000B9ZXB4_2021-02-22
2021-05-30 21:28:47 33      ACAD_BBG000BHG9K0_2021-02-22
2021-05-30 21:28:47 34      ACH_BBG000CMRVH1_2021-02-22
2021-05-30 21:28:47 36      ACH: SPYKE!. Candle: ID:3, Time: 7:10, Close: 12.41
2021-05-30 21:28:47 38      ACH: SPYKE!. Candle: ID:282, Time: 7:25, Close: 12.01
2021-05-30 21:28:47 40      ADBE_BBG000BB5006_2021-02-22
2021-05-30 21:28:47 51      ADM_BBG000BB6WG8_2021-02-22
2021-05-30 21:28:47 54      ADP_BBG000JG0547_2021-02-22
2021-05-30 21:28:47 57      ADSK_BBG000BM7HL0_2021-02-22
2021-05-30 21:28:47 61      AES_BBG000C23KJ3_2021-02-22
2021-05-30 21:28:47 66      AFL_BBG000BBBNC6_2021-02-22
2021-05-30 21:28:47 69      AIG_BBG000BBDZG3_2021-02-22
2021-05-30 21:28:47 73      AKAM_BBG000BJQWD2_2021-02-22
2021-05-30 21:28:47 77      ALK_BBG000BBL0Y1_2021-02-22
2021-05-30 21:28:47 78      ALK: BuyPending. Strategy: ImpulseStrategy. Price: 63.97. StopLoss: 63.15. Candle: ID:527, Time: 14:40, Close: 63.97. Details: Trend: 14:35(379)-14:40(528). PrevMinMax: 62.77/63.94. Trend AB: 10.42256/62.83584. Trend Max/Fall/SD: 64.15/0.64/0.28; TrendGrow: +2.14%. DayAvgChange: 0.59%
2021-05-30 21:28:47 78      ALK: OrderID: 27b22c60. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:47 78      ALK: OrderID: 27b22c60 fully executed
2021-05-30 21:28:47 78      ALK: Price does not grow. Try to set TakeProfit. Price: 63.98. Candle: ID:744, Time: 15:00, Close: 63.96.
2021-05-30 21:28:47 78      ALK: Price does not grow. Pulling Stop Loss closer. Price: 63.39. Candle: ID:744, Time: 15:00, Close: 63.96.
2021-05-30 21:28:47 78      ALK: TP reached. Pending. Close price: 63.98. Candle: ID:745, Time: 15:00, Close: 63.98. Profit: 0.01(0.02%)
2021-05-30 21:28:47 78      ALK: OrderID: f3b808e7. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:47 78      ALK: OrderID: f3b808e7 fully executed
2021-05-30 21:28:47 80      ALL_BBG000BVMGF2_2021-02-22
2021-05-30 21:28:47 84      ALXN_BBG000G30YX4_2021-02-22
2021-05-30 21:28:47 88      AMAT_BBG000BBPFB9_2021-02-22
2021-05-30 21:28:47 93      AMAT: BuyPending. Strategy: ImpulseStrategy. Price: 119.45. StopLoss: 117.01. Candle: ID:2207, Time: 14:50, Close: 119.45. Details: Trend: 14:35(1311)-14:50(2208). PrevMinMax: 117/118.75. Trend AB: 1.12233/117.73927. Trend Max/Fall/SD: 119.45/1.02/0.25; TrendGrow: +2.08%. DayAvgChange: 0.38%
2021-05-30 21:28:47 93      AMAT: OrderID: 47ca2bce. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:28:47 93      AMAT: OrderID: 47ca2bce fully executed
2021-05-30 21:28:47 93      AMAT: Pulling stop loss to current price. Price: 117.82. MaxPrice: 118.75. Candle: ID:2208, Time: 14:50, Close: 119.43.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.26. Candle: ID:2808, Time: 15:10, Close: 118.8.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Pulling Stop Loss closer. Price: 118.51. Candle: ID:2808, Time: 15:10, Close: 118.8.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:2809, Time: 15:10, Close: 118.84.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.26. Candle: ID:2810, Time: 15:10, Close: 118.77.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:2815, Time: 15:10, Close: 118.84.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.26. Candle: ID:2817, Time: 15:10, Close: 118.8.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:2819, Time: 15:10, Close: 118.84.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.26. Candle: ID:2821, Time: 15:10, Close: 118.77.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:2822, Time: 15:10, Close: 118.86.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.28. Candle: ID:2824, Time: 15:10, Close: 118.88.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.29. Candle: ID:2830, Time: 15:10, Close: 118.94.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.30. Candle: ID:2831, Time: 15:10, Close: 118.97.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.31. Candle: ID:2834, Time: 15:10, Close: 119.01.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.30. Candle: ID:2836, Time: 15:10, Close: 118.99.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.29. Candle: ID:2837, Time: 15:10, Close: 118.94.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.31. Candle: ID:2838, Time: 15:10, Close: 119.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.32. Candle: ID:2840, Time: 15:10, Close: 119.06.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.33. Candle: ID:2841, Time: 15:10, Close: 119.08.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.31. Candle: ID:2843, Time: 15:10, Close: 119.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.30. Candle: ID:2844, Time: 15:10, Close: 118.96.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.31. Candle: ID:2846, Time: 15:10, Close: 119.02.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.32. Candle: ID:2849, Time: 15:10, Close: 119.05.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.31. Candle: ID:2852, Time: 15:10, Close: 119.03.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.30. Candle: ID:2854, Time: 15:10, Close: 118.99.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.31. Candle: ID:2855, Time: 15:10, Close: 119.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.29. Candle: ID:2856, Time: 15:10, Close: 118.95.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.30. Candle: ID:2858, Time: 15:10, Close: 118.99.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.31. Candle: ID:2859, Time: 15:10, Close: 119.02.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.30. Candle: ID:2860, Time: 15:10, Close: 118.99.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.31. Candle: ID:2861, Time: 15:10, Close: 119.01.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.29. Candle: ID:2863, Time: 15:10, Close: 118.95.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.28. Candle: ID:2868, Time: 15:10, Close: 118.91.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:2870, Time: 15:10, Close: 118.85.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.26. Candle: ID:2871, Time: 15:10, Close: 118.82.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.28. Candle: ID:2877, Time: 15:10, Close: 118.88.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.29. Candle: ID:2878, Time: 15:10, Close: 118.92.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.32. Candle: ID:2882, Time: 15:10, Close: 119.05.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.31. Candle: ID:2883, Time: 15:10, Close: 119.03.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.30. Candle: ID:2886, Time: 15:10, Close: 118.97.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.29. Candle: ID:2887, Time: 15:10, Close: 118.94.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:2892, Time: 15:10, Close: 118.87.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.29. Candle: ID:2899, Time: 15:10, Close: 118.92.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:2901, Time: 15:10, Close: 118.84.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.26. Candle: ID:2902, Time: 15:10, Close: 118.8.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:2907, Time: 15:10, Close: 118.84.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.28. Candle: ID:2910, Time: 15:10, Close: 118.88.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:2911, Time: 15:10, Close: 118.87.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.28. Candle: ID:2913, Time: 15:10, Close: 118.89.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.29. Candle: ID:2917, Time: 15:10, Close: 118.92.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.30. Candle: ID:2923, Time: 15:10, Close: 118.99.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.31. Candle: ID:2924, Time: 15:10, Close: 119.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.32. Candle: ID:2926, Time: 15:10, Close: 119.04.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.33. Candle: ID:2929, Time: 15:10, Close: 119.09.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.32. Candle: ID:2930, Time: 15:10, Close: 119.06.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.33. Candle: ID:2931, Time: 15:10, Close: 119.1.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.34. Candle: ID:2933, Time: 15:10, Close: 119.12.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.38. Candle: ID:2936, Time: 15:10, Close: 119.28.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.39. Candle: ID:2937, Time: 15:10, Close: 119.32.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.38. Candle: ID:2938, Time: 15:10, Close: 119.28.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.39. Candle: ID:2940, Time: 15:10, Close: 119.32.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.38. Candle: ID:2942, Time: 15:10, Close: 119.29.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.39. Candle: ID:2943, Time: 15:10, Close: 119.32.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.35. Candle: ID:2947, Time: 15:15, Close: 119.31.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.26. Candle: ID:3099, Time: 15:20, Close: 119.07.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:3100, Time: 15:20, Close: 119.09.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.28. Candle: ID:3102, Time: 15:20, Close: 119.13.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.26. Candle: ID:3103, Time: 15:20, Close: 119.05.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.28. Candle: ID:3105, Time: 15:20, Close: 119.13.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:3108, Time: 15:20, Close: 119.12.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.28. Candle: ID:3109, Time: 15:20, Close: 119.14.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.27. Candle: ID:3110, Time: 15:20, Close: 119.09.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.26. Candle: ID:3111, Time: 15:20, Close: 119.02.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.13. Candle: ID:3204, Time: 15:25, Close: 118.79.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Pulling Stop Loss closer. Price: 118.62. Candle: ID:3204, Time: 15:25, Close: 118.79.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.14. Candle: ID:3205, Time: 15:25, Close: 118.8.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.13. Candle: ID:3207, Time: 15:25, Close: 118.77.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.14. Candle: ID:3210, Time: 15:25, Close: 118.81.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.15. Candle: ID:3211, Time: 15:25, Close: 118.85.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.16. Candle: ID:3213, Time: 15:25, Close: 118.88.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.15. Candle: ID:3220, Time: 15:25, Close: 118.87.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.16. Candle: ID:3222, Time: 15:25, Close: 118.89.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.13. Candle: ID:3223, Time: 15:25, Close: 118.79.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.14. Candle: ID:3225, Time: 15:25, Close: 118.81.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.15. Candle: ID:3230, Time: 15:25, Close: 118.85.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.14. Candle: ID:3232, Time: 15:25, Close: 118.81.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.13. Candle: ID:3235, Time: 15:25, Close: 118.79.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.14. Candle: ID:3236, Time: 15:25, Close: 118.83.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.15. Candle: ID:3240, Time: 15:25, Close: 118.84.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.14. Candle: ID:3241, Time: 15:25, Close: 118.81.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.13. Candle: ID:3247, Time: 15:25, Close: 118.78.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.14. Candle: ID:3248, Time: 15:25, Close: 118.81.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.13. Candle: ID:3249, Time: 15:25, Close: 118.79.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.14. Candle: ID:3257, Time: 15:25, Close: 118.8.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.13. Candle: ID:3258, Time: 15:25, Close: 118.79.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.14. Candle: ID:3259, Time: 15:25, Close: 118.82.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.13. Candle: ID:3261, Time: 15:25, Close: 118.76.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.14. Candle: ID:3263, Time: 15:25, Close: 118.8.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.17. Candle: ID:3267, Time: 15:25, Close: 118.92.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.16. Candle: ID:3268, Time: 15:25, Close: 118.89.
2021-05-30 21:28:47 93      AMAT: Price does not grow. Try to set TakeProfit. Price: 119.15. Candle: ID:3269, Time: 15:25, Close: 118.87.
