2021-05-30 21:37:34 32      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=GoodGrowStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\new\quotes_2021-02-22;
2021-05-30 21:37:35 17      AAL: OrderID: 08d8fac5. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:35 17      AAL: OrderID: 08d8fac5 fully executed
2021-05-30 21:37:35 17      AAL: Pulling stop loss to current price. Price: 18.77. MaxPrice: 18.9. Candle: ID:578, Time: 8:20, Close: 18.9.
2021-05-30 21:37:35 17      AAL: Pulling stop loss to current price. Price: 18.83. MaxPrice: 18.99. Candle: ID:692, Time: 8:25, Close: 19.
2021-05-30 21:37:35 17      AAL: Pulling stop loss to current price. Price: 18.89. MaxPrice: 19.06. Candle: ID:731, Time: 8:30, Close: 19.08.
2021-05-30 21:37:35 17      AAL: Pulling stop loss to current price. Price: 18.99. MaxPrice: 19.14. Candle: ID:795, Time: 8:35, Close: 19.22.
2021-05-30 21:37:35 17      AAL: Seems price is decreases. Closing by current price. Price: 19.09. Candle: ID:986, Time: 8:50, Close: 19.09.
2021-05-30 21:37:35 17      AAL: SL reached. Pending. Close price: 19.08. Candle: ID:990, Time: 8:50, Close: 19.08. Profit: 0.19(1.01%)
2021-05-30 21:37:35 17      AAL: OrderID: 7f56b217. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:35 17      AAL: OrderID: 7f56b217 fully executed
2021-05-30 21:37:35 18      AAL: BuyPending. Strategy: GoodGrowStrategy. Price: 19.22. StopLoss: 18.99. Candle: ID:1505, Time: 9:45, Close: 19.22. Details: Reason: Grow:0.37%;0.47%;0.37%;0.37%;
2021-05-30 21:37:35 18      AAL: OrderID: 8184d89f. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:35 18      AAL: OrderID: 8184d89f fully executed
2021-05-30 21:37:35 18      AAL: Pulling stop loss to current price. Price: 19.08. MaxPrice: 19.22. Candle: ID:1569, Time: 9:50, Close: 19.25.
2021-05-30 21:37:35 18      AAL: Pulling stop loss to current price. Price: 19.15. MaxPrice: 19.37. Candle: ID:1716, Time: 9:55, Close: 19.39.
2021-05-30 21:37:35 18      AAL: Pulling stop loss to current price. Price: 19.22. MaxPrice: 19.42. Candle: ID:1806, Time: 10:00, Close: 19.43.
2021-05-30 21:37:35 18      AAL: SL reached. Pending. Close price: 19.2. Candle: ID:1941, Time: 10:05, Close: 19.2. Profit: -0.02(-0.10%)
2021-05-30 21:37:35 18      AAL: OrderID: a750e9a0. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:35 18      AAL: OrderID: a750e9a0 fully executed
2021-05-30 21:37:35 18      AAL: BuyPending. Strategy: GoodGrowStrategy. Price: 19.79. StopLoss: 19.02. Candle: ID:3106, Time: 12:35, Close: 19.79. Details: Reason: DayMax: 19.4. Current change: +2.01%
2021-05-30 21:37:35 18      AAL: OrderID: 9c3aa427. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:35 18      AAL: OrderID: 9c3aa427 fully executed
2021-05-30 21:37:35 18      AAL: Pulling stop loss to current price. Price: 19.55. MaxPrice: 19.79. Candle: ID:3431, Time: 12:45, Close: 19.79.
2021-05-30 21:37:35 18      AAL: Seems price is decreases. Closing by current price. Price: 19.7. Candle: ID:4425, Time: 13:15, Close: 19.7.
2021-05-30 21:37:35 18      AAL: SL reached. Pending. Close price: 19.68. Candle: ID:4426, Time: 13:15, Close: 19.68. Profit: -0.11(-0.56%)
2021-05-30 21:37:35 18      AAL: OrderID: 2b61807a. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:35 18      AAL: OrderID: 2b61807a fully executed
2021-05-30 21:37:35 31      AAPL_BBG000B9XRY4_2021-02-22
2021-05-30 21:37:35 79      ABBV_BBG0025Y4RY4_2021-02-22
2021-05-30 21:37:35 84      ABNB_BBG001Y2XS07_2021-02-22
2021-05-30 21:37:35 85      ABNB: SPYKE!. Candle: ID:77, Time: 7:50, Close: 189.96
2021-05-30 21:37:35 88      ABT_BBG000B9ZXB4_2021-02-22
2021-05-30 21:37:35 91      ACAD_BBG000BHG9K0_2021-02-22
2021-05-30 21:37:35 92      ACH_BBG000CMRVH1_2021-02-22
2021-05-30 21:37:35 93      ACH: SPYKE!. Candle: ID:3, Time: 7:10, Close: 12.41
2021-05-30 21:37:35 93      ACH: SPYKE!. Candle: ID:282, Time: 7:25, Close: 12.01
2021-05-30 21:37:35 93      ACH: BuyPending. Strategy: GoodGrowStrategy. Price: 12.74. StopLoss: 12.53. Candle: ID:807, Time: 8:10, Close: 12.74. Details: Reason: Grow:0.48%;0.48%;0.96%;0.55%;
2021-05-30 21:37:35 93      ACH: OrderID: 129e352a. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:35 93      ACH: OrderID: 129e352a fully executed
2021-05-30 21:37:35 93      ACH: Pulling stop loss to current price. Price: 12.55. MaxPrice: 12.8. Candle: ID:912, Time: 8:15, Close: 12.81.
2021-05-30 21:37:35 93      ACH: SL reached. Pending. Close price: 12.5. Candle: ID:1057, Time: 8:30, Close: 12.5. Profit: -0.24(-1.88%)
2021-05-30 21:37:35 93      ACH: OrderID: 65eae400. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:35 93      ACH: OrderID: 65eae400 fully executed
2021-05-30 21:37:35 95      ADBE_BBG000BB5006_2021-02-22
2021-05-30 21:37:35 99      ADM_BBG000BB6WG8_2021-02-22
2021-05-30 21:37:36 01      ADP_BBG000JG0547_2021-02-22
2021-05-30 21:37:36 05      ADSK_BBG000BM7HL0_2021-02-22
2021-05-30 21:37:36 07      AES_BBG000C23KJ3_2021-02-22
2021-05-30 21:37:36 10      AFL_BBG000BBBNC6_2021-02-22
2021-05-30 21:37:36 13      AIG_BBG000BBDZG3_2021-02-22
2021-05-30 21:37:36 15      AKAM_BBG000BJQWD2_2021-02-22
2021-05-30 21:37:36 18      ALK_BBG000BBL0Y1_2021-02-22
2021-05-30 21:37:36 20      ALL_BBG000BVMGF2_2021-02-22
2021-05-30 21:37:36 22      ALXN_BBG000G30YX4_2021-02-22
2021-05-30 21:37:36 24      AMAT_BBG000BBPFB9_2021-02-22
2021-05-30 21:37:36 30      AMCX_BBG000H01H92_2021-02-22
2021-05-30 21:37:36 30      AMCX: SPYKE!. Candle: ID:77, Time: 14:30, Close: 51.68
2021-05-30 21:37:36 30      AMCX: BuyPending. Strategy: GoodGrowStrategy. Price: 51.46. StopLoss: 49.3. Candle: ID:86, Time: 14:35, Close: 51.46. Details: Reason: DayMax: 50.29. Current change: +2.33%
2021-05-30 21:37:36 30      AMCX: OrderID: b3868e90. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:36 30      AMCX: OrderID: b3868e90 fully executed
2021-05-30 21:37:36 30      AMCX: Pulling stop loss to current price. Price: 50.78. MaxPrice: 51.46. Candle: ID:108, Time: 14:40, Close: 51.5.
2021-05-30 21:37:36 30      AMCX: Pulling stop loss to current price. Price: 51. MaxPrice: 52.17. Candle: ID:138, Time: 14:45, Close: 52.2.
2021-05-30 21:37:36 30      AMCX: Pulling stop loss to current price. Price: 51.97. MaxPrice: 52.3. Candle: ID:209, Time: 14:55, Close: 52.33.
2021-05-30 21:37:36 31      AMCX: Pulling stop loss to current price. Price: 52.11. MaxPrice: 53.19. Candle: ID:286, Time: 15:00, Close: 53.23.
2021-05-30 21:37:36 31      AMCX: Pulling stop loss to current price. Price: 53.21. MaxPrice: 53.93. Candle: ID:471, Time: 15:25, Close: 54.
2021-05-30 21:37:36 31      AMCX: Pulling stop loss to current price. Price: 53.45. MaxPrice: 53.93. Candle: ID:530, Time: 15:35, Close: 53.91.
2021-05-30 21:37:36 31      AMCX: Pulling stop loss to current price. Price: 53.56. MaxPrice: 54.1. Candle: ID:561, Time: 15:40, Close: 54.25.
2021-05-30 21:37:36 31      AMCX: Pulling stop loss to current price. Price: 53.82. MaxPrice: 54.22. Candle: ID:594, Time: 15:45, Close: 54.19.
2021-05-30 21:37:36 31      AMCX: SL reached. Pending. Close price: 53.7. Candle: ID:619, Time: 15:50, Close: 53.7. Profit: 2.24(4.35%)
2021-05-30 21:37:36 31      AMCX: OrderID: 7eaf752e. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:36 31      AMCX: OrderID: 7eaf752e fully executed
2021-05-30 21:37:36 31      AMD_BBG000BBQCY0_2021-02-22
2021-05-30 21:37:36 48      AMGN_BBG000BBS2Y0_2021-02-22
2021-05-30 21:37:36 51      AMZN_BBG000BVPV84_2021-02-22
2021-05-30 21:37:36 59      ANGI_BBG00HVKH3Q0_2021-02-22
2021-05-30 21:37:36 62      APA_BBG000BC2C10_2021-02-22
2021-05-30 21:37:36 62      Warning: figi `BBG000BC2C10` for history data does not match actual figi `BBG00YTS96G2`. Ticker: APA. Will be used actual!
2021-05-30 21:37:36 63      APA: SPYKE!. Candle: ID:3, Time: 7:10, Close: 18.77
2021-05-30 21:37:36 63      APA: BuyPending. Strategy: GoodGrowStrategy. Price: 18.61. StopLoss: 18.18. Candle: ID:528, Time: 14:30, Close: 18.61. Details: Reason: DayMax: 18.24. Current change: +2.03%
2021-05-30 21:37:36 63      APA: OrderID: 9e540d39. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:36 63      APA: OrderID: 9e540d39 fully executed
2021-05-30 21:37:36 63      APA: Pulling stop loss to current price. Price: 18.27. MaxPrice: 18.64. Candle: ID:598, Time: 14:35, Close: 18.68.
2021-05-30 21:37:36 64      APA: Pulling stop loss to current price. Price: 18.3. MaxPrice: 18.84. Candle: ID:755, Time: 14:40, Close: 18.85.
2021-05-30 21:37:36 64      APA: Pulling stop loss to current price. Price: 18.79. MaxPrice: 18.84. Candle: ID:1181, Time: 14:50, Close: 18.83.
2021-05-30 21:37:36 64      APA: Pulling stop loss to current price. Price: 18.81. MaxPrice: 18.92. Candle: ID:1256, Time: 14:55, Close: 18.93.
2021-05-30 21:37:36 64      APA: Pulling stop loss to current price. Price: 18.82. MaxPrice: 18.98. Candle: ID:1496, Time: 15:00, Close: 18.99.
2021-05-30 21:37:36 64      APA: Pulling stop loss to current price. Price: 18.92. MaxPrice: 19.02. Candle: ID:1667, Time: 15:05, Close: 19.04.
2021-05-30 21:37:36 64      APA: Pulling stop loss to current price. Price: 18.98. MaxPrice: 19.32. Candle: ID:2006, Time: 15:10, Close: 19.33.
2021-05-30 21:37:36 64      APA: Seems price is decreases. Closing by current price. Price: 19.25. Candle: ID:2841, Time: 15:35, Close: 19.25.
2021-05-30 21:37:36 64      APA: SL reached. Pending. Close price: 19.24. Candle: ID:2869, Time: 15:35, Close: 19.24. Profit: 0.63(3.39%)
2021-05-30 21:37:36 64      APA: OrderID: 09609535. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:36 64      APA: OrderID: 09609535 fully executed
2021-05-30 21:37:36 66      APLE_BBG006473QX9_2021-02-22
2021-05-30 21:37:36 66      APLE: BuyPending. Strategy: GoodGrowStrategy. Price: 14.61. StopLoss: 14.29. Candle: ID:127, Time: 14:35, Close: 14.61. Details: Reason: DayMax: 14.32. Current change: +2.03%
2021-05-30 21:37:36 66      APLE: OrderID: 385c91ea. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:36 66      APLE: OrderID: 385c91ea fully executed
2021-05-30 21:37:36 66      APLE: Pulling stop loss to current price. Price: 14.32. MaxPrice: 14.72. Candle: ID:210, Time: 14:40, Close: 14.76.
2021-05-30 21:37:36 66      APLE: Pulling stop loss to current price. Price: 14.58. MaxPrice: 14.82. Candle: ID:246, Time: 14:45, Close: 14.84.
2021-05-30 21:37:36 66      APLE: Pulling stop loss to current price. Price: 14.78. MaxPrice: 14.89. Candle: ID:340, Time: 14:55, Close: 14.91.
2021-05-30 21:37:36 66      APLE: Pulling stop loss to current price. Price: 14.79. MaxPrice: 14.94. Candle: ID:364, Time: 15:00, Close: 14.95.
2021-05-30 21:37:36 66      APLE: Pulling stop loss to current price. Price: 14.88. MaxPrice: 14.94. Candle: ID:408, Time: 15:10, Close: 14.93.
2021-05-30 21:37:36 66      APLE: Seems price is decreases. Closing by current price. Price: 14.89. Candle: ID:493, Time: 15:25, Close: 14.89.
2021-05-30 21:37:36 66      APLE: SL reached. Pending. Close price: 14.88. Candle: ID:495, Time: 15:25, Close: 14.88. Profit: 0.27(1.85%)
2021-05-30 21:37:36 66      APLE: OrderID: 695c3b02. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:36 66      APLE: OrderID: 695c3b02 fully executed
2021-05-30 21:37:36 68      APTV_BBG001QD41M9_2021-02-22
2021-05-30 21:37:36 71      ARCT_BBG00NNW8JK1_2021-02-22
2021-05-30 21:37:36 72      ARCT: BuyPending. Strategy: GoodGrowStrategy. Price: 64.99. StopLoss: 64.05. Candle: ID:2997, Time: 16:55, Close: 64.99. Details: Reason: Grow:0.42%;0.31%;0.58%;0.37%;
2021-05-30 21:37:36 72      ARCT: OrderID: e4d09f91. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:36 72      ARCT: OrderID: e4d09f91 fully executed
2021-05-30 21:37:36 72      ARCT: Price does not grow. Try to set TakeProfit. Price: 64.59. Candle: ID:3123, Time: 17:15, Close: 64.2.
2021-05-30 21:37:36 72      ARCT: SL reached. Pending. Close price: 63.97. Candle: ID:3154, Time: 17:15, Close: 63.97. Profit: -1.02(-1.57%)
2021-05-30 21:37:36 72      ARCT: OrderID: 4ce86439. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:36 72      ARCT: OrderID: 4ce86439 fully executed
2021-05-30 21:37:36 74      ARMK_BBG001KY4N87_2021-02-22
2021-05-30 21:37:36 74      ARMK: BuyPending. Strategy: GoodGrowStrategy. Price: 38.56. StopLoss: 38.15. Candle: ID:81, Time: 14:45, Close: 38.56. Details: Reason: Grow:0.77%;0.42%;0.31%;0.34%;
2021-05-30 21:37:36 74      ARMK: OrderID: cc8e47c6. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:36 74      ARMK: OrderID: cc8e47c6 fully executed
2021-05-30 21:37:36 74      ARMK: Pulling stop loss to current price. Price: 38.25. MaxPrice: 38.56. Candle: ID:90, Time: 14:50, Close: 38.54.
2021-05-30 21:37:36 74      ARMK: Pulling stop loss to current price. Price: 38.45. MaxPrice: 38.56. Candle: ID:125, Time: 15:00, Close: 38.6.
2021-05-30 21:37:36 74      ARMK: Pulling stop loss to current price. Price: 38.71. MaxPrice: 38.74. Candle: ID:197, Time: 15:20, Close: 38.85.
2021-05-30 21:37:36 74      ARMK: Pulling stop loss to current price. Price: 38.72. MaxPrice: 38.84. Candle: ID:232, Time: 15:30, Close: 38.89.
2021-05-30 21:37:36 74      ARMK: Pulling stop loss to current price. Price: 38.87. MaxPrice: 39.05. Candle: ID:289, Time: 15:40, Close: 39.06.
2021-05-30 21:37:36 74      ARMK: Pulling stop loss to current price. Price: 38.91. MaxPrice: 39.12. Candle: ID:307, Time: 15:45, Close: 39.15.
2021-05-30 21:37:36 74      ARMK: SL reached. Pending. Close price: 38.9. Candle: ID:343, Time: 15:55, Close: 38.9. Profit: 0.34(0.88%)
2021-05-30 21:37:36 74      ARMK: OrderID: 6290f96a. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:36 74      ARMK: OrderID: 6290f96a fully executed
2021-05-30 21:37:36 75      ARWR_BBG000BRVKH0_2021-02-22
2021-05-30 21:37:36 76      ATRA_BBG005Q3MQY4_2021-02-22
2021-05-30 21:37:36 78      ATUS_BBG00GFMPRK0_2021-02-22
2021-05-30 21:37:36 80      ATVI_BBG000CVWGS6_2021-02-22
2021-05-30 21:37:36 85      AVGO_BBG00KHY5S69_2021-02-22
2021-05-30 21:37:36 89      AXP_BBG000BCQZS4_2021-02-22
2021-05-30 21:37:36 92      BA_BBG000BCSST7_2021-02-22
2021-05-30 21:37:36 96      BA: SPYKE!. Candle: ID:3, Time: 7:10, Close: 209.79
2021-05-30 21:37:37 04      BABA_BBG006G2JVL2_2021-02-22
2021-05-30 21:37:37 20      BAC_BBG000BCTLF6_2021-02-22
2021-05-30 21:37:37 26      BAX_BBG000BCVJ77_2021-02-22
2021-05-30 21:37:37 28      BBBY_BBG000CSY9H9_2021-02-22
2021-05-30 21:37:37 30      BBBY: BuyPending. Strategy: GoodGrowStrategy. Price: 26.89. StopLoss: 26.25. Candle: ID:573, Time: 14:35, Close: 26.89. Details: Reason: DayMax: 26.36. Current change: +2.01%
2021-05-30 21:37:37 30      BBBY: OrderID: 0bd581ca. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:37 30      BBBY: OrderID: 0bd581ca fully executed
2021-05-30 21:37:37 30      BBBY: Price does not grow. Try to set TakeProfit. Price: 26.67. Candle: ID:839, Time: 14:55, Close: 26.6.
2021-05-30 21:37:37 30      BBBY: TP reached. Pending. Close price: 26.68. Candle: ID:904, Time: 14:55, Close: 26.68. Profit: -0.21(-0.78%)
2021-05-30 21:37:37 30      BBBY: OrderID: 9fd3b46c. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:37 30      BBBY: OrderID: 9fd3b46c fully executed
2021-05-30 21:37:37 31      BBY_BBG000BCWCG1_2021-02-22
2021-05-30 21:37:37 34      BEN_BBG000BD0TF8_2021-02-22
2021-05-30 21:37:37 35      BHF_BBG00DYPZ4T0_2021-02-22
2021-05-30 21:37:37 36      BIDU_BBG000QXWHD1_2021-02-22
2021-05-30 21:37:37 58      BIIB_BBG000C17X76_2021-02-22
2021-05-30 21:37:37 61      BILI_BBG00K7T3037_2021-02-22
2021-05-30 21:37:37 67      BILI: BuyPending. Strategy: GoodGrowStrategy. Price: 139.95. StopLoss: 135.35. Candle: ID:5677, Time: 15:00, Close: 139.95. Details: Reason: DayMax: 137.19. Current change: +2.01%
2021-05-30 21:37:37 67      BILI: OrderID: c4de5133. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:37 67      BILI: OrderID: c4de5133 fully executed
2021-05-30 21:37:37 68      BILI: Price does not grow. Try to set TakeProfit. Price: 138.49. Candle: ID:6624, Time: 15:20, Close: 137.
2021-05-30 21:37:37 68      BILI: Price does not grow. Try to set TakeProfit. Price: 137.71. Candle: ID:6856, Time: 15:25, Close: 136.67.
2021-05-30 21:37:37 68      BILI: Price does not grow. Try to set TakeProfit. Price: 137.31. Candle: ID:7113, Time: 15:30, Close: 136.8.
2021-05-30 21:37:37 68      BILI: SL reached. Pending. Close price: 135.31. Candle: ID:7338, Time: 15:30, Close: 135.31. Profit: -4.64(-3.32%)
2021-05-30 21:37:37 68      BILI: OrderID: 9a797253. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:37 68      BILI: OrderID: 9a797253 fully executed
2021-05-30 21:37:37 71      BK_BBG000BD8PN9_2021-02-22
2021-05-30 21:37:37 75      BKR_BBG00GBVBK51_2021-02-22
2021-05-30 21:37:37 76      BKR: BuyPending. Strategy: GoodGrowStrategy. Price: 23.77. StopLoss: 23.57. Candle: ID:228, Time: 14:45, Close: 23.77. Details: Reason: DayMax: 23.3. Current change: +2.02%
2021-05-30 21:37:37 76      BKR: OrderID: e157db62. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:37 76      BKR: OrderID: e157db62 fully executed
2021-05-30 21:37:37 76      BKR: Pulling stop loss to current price. Price: 23.67. MaxPrice: 23.77. Candle: ID:305, Time: 14:55, Close: 23.76.
2021-05-30 21:37:37 76      BKR: Pulling stop loss to current price. Price: 23.75. MaxPrice: 23.81. Candle: ID:398, Time: 15:05, Close: 23.83.
2021-05-30 21:37:37 76      BKR: Pulling stop loss to current price. Price: 23.76. MaxPrice: 23.96. Candle: ID:521, Time: 15:10, Close: 23.96.
2021-05-30 21:37:37 76      BKR: Pulling stop loss to current price. Price: 23.82. MaxPrice: 24.01. Candle: ID:585, Time: 15:15, Close: 24.01.
2021-05-30 21:37:37 76      BKR: Pulling stop loss to current price. Price: 24. MaxPrice: 24.25. Candle: ID:780, Time: 15:25, Close: 24.28.
2021-05-30 21:37:37 76      BKR: Pulling stop loss to current price. Price: 24.02. MaxPrice: 24.28. Candle: ID:835, Time: 15:30, Close: 24.3.
2021-05-30 21:37:37 76      BKR: Pulling stop loss to current price. Price: 24.27. MaxPrice: 24.3. Candle: ID:889, Time: 15:35, Close: 24.33.
2021-05-30 21:37:37 76      BKR: Pulling stop loss to current price. Price: 24.28. MaxPrice: 24.34. Candle: ID:958, Time: 15:40, Close: 24.37.
2021-05-30 21:37:37 76      BKR: Pulling stop loss to current price. Price: 24.32. MaxPrice: 24.41. Candle: ID:1012, Time: 15:45, Close: 24.42.
2021-05-30 21:37:37 76      BKR: Seems price is decreases. Closing by current price. Price: 24.35. Candle: ID:1107, Time: 15:55, Close: 24.35.
2021-05-30 21:37:37 76      BKR: SL reached. Pending. Close price: 24.34. Candle: ID:1108, Time: 15:55, Close: 24.34. Profit: 0.57(2.40%)
2021-05-30 21:37:37 76      BKR: OrderID: f5d17a71. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:37 76      BKR: OrderID: f5d17a71 fully executed
2021-05-30 21:37:37 77      BLDR_BBG000BKD3K9_2021-02-22
2021-05-30 21:37:37 79      BLUE_BBG000QGWY50_2021-02-22
2021-05-30 21:37:37 85      BMRN_BBG000CZWZ05_2021-02-22
2021-05-30 21:37:37 87      BMY_BBG000DQLV23_2021-02-22
2021-05-30 21:37:37 91      BRK.B_BBG000DWG505_2021-02-22
2021-05-30 21:37:37 95      BSX_BBG000C0LW92_2021-02-22
2021-05-30 21:37:37 98      BTI_BBG000BWPXQ8_2021-02-22
2021-05-30 21:37:38 00      BUD_BBG000RYC984_2021-02-22
2021-05-30 21:37:38 01      BWA_BBG000BJ49H3_2021-02-22
2021-05-30 21:37:38 03      BYND_BBG003CVJP50_2021-02-22
2021-05-30 21:37:38 07      BZUN_BBG008HNS333_2021-02-22
2021-05-30 21:37:38 08      C_BBG000FY4S11_2021-02-22
2021-05-30 21:37:38 14      CAG_BBG000BDXGP9_2021-02-22
2021-05-30 21:37:38 16      CAH_BBG000D898T9_2021-02-22
2021-05-30 21:37:38 18      CARG_BBG00HQ77DS2_2021-02-22
2021-05-30 21:37:38 19      CARR_BBG00RP5HYS8_2021-02-22
2021-05-30 21:37:38 21      CAT_BBG000BF0K17_2021-02-22
2021-05-30 21:37:38 25      CB_BBG000BR14K5_2021-02-22
2021-05-30 21:37:38 28      CBRE_BBG000C04224_2021-02-22
2021-05-30 21:37:38 30      CCL_BBG000BF6LY3_2021-02-22
2021-05-30 21:37:38 51      CDNS_BBG000C13CD9_2021-02-22
2021-05-30 21:37:38 54      CDNS: BuyPending. Strategy: GoodGrowStrategy. Price: 138.5. StopLoss: 136.2. Candle: ID:6593, Time: 21:35, Close: 138.5. Details: Reason: DayMax: 134.83. Current change: +2.72%
2021-05-30 21:37:38 54      CDNS: OrderID: 81561078. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:38 54      CDNS: OrderID: 81561078 fully executed
2021-05-30 21:37:38 54      CDNS: Pulling stop loss to current price. Price: 137.51. MaxPrice: 139. Candle: ID:6607, Time: 21:50, Close: 139.4.
2021-05-30 21:37:38 54      CDNS: Pulling stop loss to current price. Price: 140.38. MaxPrice: 140.38. Candle: ID:6622, Time: 22:25, Close: 141.33.
2021-05-30 21:37:38 54      CDNS: Closing daily orders. Close price: 141.48. Lots: 1. Profit: 2.98(2.15%). Candle: ID:6625, Time: 22:25, Close: 141.5
2021-05-30 21:37:38 54      CDW_BBG001P63B80_2021-02-22
2021-05-30 21:37:38 56      CERN_BBG000BFDLV8_2021-02-22
2021-05-30 21:37:38 59      CF_BBG000BWJFZ4_2021-02-22
2021-05-30 21:37:38 61      CFG_BBG006Q0HY77_2021-02-22
2021-05-30 21:37:38 64      CGNX_BBG000BPBVW5_2021-02-22
2021-05-30 21:37:38 65      CHEF_BBG001MFW6D6_2021-02-22
2021-05-30 21:37:38 65      CHEF: BuyPending. Strategy: GoodGrowStrategy. Price: 31.44. StopLoss: 30.78. Candle: ID:193, Time: 14:55, Close: 31.44. Details: Reason: DayMax: 30.78. Current change: +2.14%
2021-05-30 21:37:38 65      CHEF: OrderID: 0c15fc55. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:38 65      CHEF: OrderID: 0c15fc55 fully executed
2021-05-30 21:37:38 65      CHEF: Pulling stop loss to current price. Price: 31.33. MaxPrice: 31.44. Candle: ID:235, Time: 15:10, Close: 31.44.
2021-05-30 21:37:38 65      CHEF: SL reached. Pending. Close price: 31.31. Candle: ID:241, Time: 15:10, Close: 31.31. Profit: -0.13(-0.41%)
2021-05-30 21:37:38 65      CHEF: OrderID: 26af344b. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:37:38 65      CHEF: OrderID: 26af344b fully executed
2021-05-30 21:37:38 66      CHGG_BBG0014XR0N5_2021-02-22
2021-05-30 21:37:38 67      CHNG_BBG0059KNH10_2021-02-22
2021-05-30 21:37:38 68      CHRW_BBG000BTCH57_2021-02-22
2021-05-30 21:37:38 70      CHTR_BBG000VPGNR2_2021-02-22
2021-05-30 21:37:38 72      CHX_BBG00JH9TZ56_2021-02-22
2021-05-30 21:37:38 72      CHX: BuyPending. Strategy: GoodGrowStrategy. Price: 18.95. StopLoss: 18.62. Candle: ID:212, Time: 15:05, Close: 18.95. Details: Reason: DayMax: 18.55. Current change: +2.16%
2021-05-30 21:37:38 72      CHX: OrderID: be25579c. PlacedOrder. Status: New. RejectReason: 
