2021-05-30 21:35:54 33      mode=TestTradeBot;DumpQuotes=false;SubscribeQuotes=false;Strategies=GoodGrowStrategy;Token=token.txt;ConfigPath=usd.json;CandlesPath=C:\tinkoff\TestData\RawQuotes\5m\uncompressed\quotes_2021-01-06;
2021-05-30 21:35:55 97      ADM: Pulling stop loss to current price. Price: 52.48. MaxPrice: 52.69. Candle: ID:487, Time: 15:00, Close: 52.7.
2021-05-30 21:35:55 97      ADM: Pulling stop loss to current price. Price: 52.57. MaxPrice: 52.73. Candle: ID:557, Time: 15:05, Close: 52.75.
2021-05-30 21:35:55 97      ADM: Pulling stop loss to current price. Price: 52.69. MaxPrice: 52.83. Candle: ID:592, Time: 15:10, Close: 52.88.
2021-05-30 21:35:55 97      ADM: Pulling stop loss to current price. Price: 52.74. MaxPrice: 53.04. Candle: ID:653, Time: 15:15, Close: 53.06.
2021-05-30 21:35:55 97      ADM: Pulling stop loss to current price. Price: 53.01. MaxPrice: 53.12. Candle: ID:817, Time: 15:30, Close: 53.14.
2021-05-30 21:35:55 97      ADM: Pulling stop loss to current price. Price: 53.17. MaxPrice: 53.41. Candle: ID:978, Time: 15:45, Close: 53.47.
2021-05-30 21:35:55 97      ADM: SL reached. Pending. Close price: 53.15. Candle: ID:1356, Time: 16:30, Close: 53.15. Profit: 0.68(1.30%)
2021-05-30 21:35:55 97      ADM: OrderID: 7915e080. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:55 97      ADM: OrderID: 7915e080 fully executed
2021-05-30 21:35:55 98      ADP_BBG000JG0547_2021-01-06
2021-05-30 21:35:56 01      ADSK_BBG000BM7HL0_2021-01-06
2021-05-30 21:35:56 05      AES_BBG000C23KJ3_2021-01-06
2021-05-30 21:35:56 07      AFL_BBG000BBBNC6_2021-01-06
2021-05-30 21:35:56 10      AIG_BBG000BBDZG3_2021-01-06
2021-05-30 21:35:56 14      AKAM_BBG000BJQWD2_2021-01-06
2021-05-30 21:35:56 17      ALK_BBG000BBL0Y1_2021-01-06
2021-05-30 21:35:56 19      ALL_BBG000BVMGF2_2021-01-06
2021-05-30 21:35:56 22      ALXN_BBG000G30YX4_2021-01-06
2021-05-30 21:35:56 25      AMAT_BBG000BBPFB9_2021-01-06
2021-05-30 21:35:56 33      AMCX_BBG000H01H92_2021-01-06
2021-05-30 21:35:56 33      AMCX: BuyPending. Strategy: GoodGrowStrategy. Price: 36.74. StopLoss: 35.97. Candle: ID:71, Time: 14:30, Close: 36.74. Details: Reason: DayMax: 35.78. Current change: +2.68%
2021-05-30 21:35:56 33      AMCX: OrderID: 66759d89. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:56 33      AMCX: OrderID: 66759d89 fully executed
2021-05-30 21:35:56 33      AMCX: Pulling stop loss to current price. Price: 36.02. MaxPrice: 37.41. Candle: ID:123, Time: 14:35, Close: 37.49.
2021-05-30 21:35:56 33      AMCX: Pulling stop loss to current price. Price: 37.2. MaxPrice: 37.47. Candle: ID:145, Time: 14:45, Close: 37.57.
2021-05-30 21:35:56 33      AMCX: Pulling stop loss to current price. Price: 37.53. MaxPrice: 37.8. Candle: ID:175, Time: 15:05, Close: 37.8.
2021-05-30 21:35:56 33      AMCX: Pulling stop loss to current price. Price: 37.7. MaxPrice: 37.94. Candle: ID:202, Time: 15:15, Close: 38.02.
2021-05-30 21:35:56 33      AMCX: SL reached. Pending. Close price: 37.48. Candle: ID:212, Time: 15:20, Close: 37.48. Profit: 0.74(2.01%)
2021-05-30 21:35:56 33      AMCX: OrderID: bc2f1ef8. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:56 33      AMCX: OrderID: bc2f1ef8 fully executed
2021-05-30 21:35:56 34      AMD_BBG000BBQCY0_2021-01-06
2021-05-30 21:35:56 55      AMGN_BBG000BBS2Y0_2021-01-06
2021-05-30 21:35:56 60      AMZN_BBG000BVPV84_2021-01-06
2021-05-30 21:35:56 69      ANGI_BBG00HVKH3Q0_2021-01-06
2021-05-30 21:35:56 71      APA_BBG000BC2C10_2021-01-06
2021-05-30 21:35:56 71      Warning: figi `BBG000BC2C10` for history data does not match actual figi `BBG00YTS96G2`. Ticker: APA. Will be used actual!
2021-05-30 21:35:56 73      APA: BuyPending. Strategy: GoodGrowStrategy. Price: 16.7. StopLoss: 16.28. Candle: ID:2753, Time: 15:40, Close: 16.7. Details: Reason: Grow:0.62%;1.54%;0.79%;0.30%;
2021-05-30 21:35:56 73      APA: OrderID: c763618a. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:56 73      APA: OrderID: c763618a fully executed
2021-05-30 21:35:56 73      APA: Pulling stop loss to current price. Price: 16.45. MaxPrice: 16.7. Candle: ID:3394, Time: 15:55, Close: 16.7.
2021-05-30 21:35:56 73      APA: Pulling stop loss to current price. Price: 16.69. MaxPrice: 16.76. Candle: ID:3565, Time: 16:05, Close: 16.78.
2021-05-30 21:35:56 73      APA: SL reached. Pending. Close price: 16.67. Candle: ID:3628, Time: 16:05, Close: 16.67. Profit: -0.03(-0.18%)
2021-05-30 21:35:56 73      APA: OrderID: b21d5149. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:56 73      APA: OrderID: b21d5149 fully executed
2021-05-30 21:35:56 76      APLE_BBG006473QX9_2021-01-06
2021-05-30 21:35:56 77      APTV_BBG001QD41M9_2021-01-06
2021-05-30 21:35:56 79      ARMK_BBG001KY4N87_2021-01-06
2021-05-30 21:35:56 80      ARWR_BBG000BRVKH0_2021-01-06
2021-05-30 21:35:56 83      ATRA_BBG005Q3MQY4_2021-01-06
2021-05-30 21:35:56 84      ATUS_BBG00GFMPRK0_2021-01-06
2021-05-30 21:35:56 87      ATVI_BBG000CVWGS6_2021-01-06
2021-05-30 21:35:56 93      AVGO_BBG00KHY5S69_2021-01-06
2021-05-30 21:35:56 96      AXP_BBG000BCQZS4_2021-01-06
2021-05-30 21:35:56 99      BA_BBG000BCSST7_2021-01-06
2021-05-30 21:35:57 05      BABA_BBG006G2JVL2_2021-01-06
2021-05-30 21:35:57 30      BAC_BBG000BCTLF6_2021-01-06
2021-05-30 21:35:57 41      BAX_BBG000BCVJ77_2021-01-06
2021-05-30 21:35:57 44      BBBY_BBG000CSY9H9_2021-01-06
2021-05-30 21:35:57 47      BBBY: BuyPending. Strategy: GoodGrowStrategy. Price: 20.85. StopLoss: 20.2. Candle: ID:1639, Time: 14:40, Close: 20.85. Details: Reason: DayMax: 20.44. Current change: +2.01%
2021-05-30 21:35:57 47      BBBY: OrderID: 607b76da. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:57 47      BBBY: OrderID: 607b76da fully executed
2021-05-30 21:35:57 47      BBBY: Pulling stop loss to current price. Price: 20.59. MaxPrice: 21.01. Candle: ID:1983, Time: 14:45, Close: 21.03.
2021-05-30 21:35:57 47      BBBY: Pulling stop loss to current price. Price: 20.7. MaxPrice: 21.02. Candle: ID:3167, Time: 15:05, Close: 21.
2021-05-30 21:35:57 47      BBBY: Pulling stop loss to current price. Price: 20.76. MaxPrice: 21.02. Candle: ID:3266, Time: 15:10, Close: 21.02.
2021-05-30 21:35:57 47      BBBY: Pulling stop loss to current price. Price: 20.86. MaxPrice: 21.16. Candle: ID:3517, Time: 15:15, Close: 21.17.
2021-05-30 21:35:57 47      BBBY: Pulling stop loss to current price. Price: 21.01. MaxPrice: 21.24. Candle: ID:3732, Time: 15:20, Close: 21.25.
2021-05-30 21:35:57 47      BBBY: Pulling stop loss to current price. Price: 21.16. MaxPrice: 21.36. Candle: ID:4033, Time: 15:25, Close: 21.38.
2021-05-30 21:35:57 47      BBBY: Pulling stop loss to current price. Price: 21.34. MaxPrice: 21.49. Candle: ID:4561, Time: 15:35, Close: 21.5.
2021-05-30 21:35:57 47      BBBY: SL reached. Pending. Close price: 21.33. Candle: ID:4818, Time: 15:40, Close: 21.33. Profit: 0.48(2.30%)
2021-05-30 21:35:57 47      BBBY: OrderID: afd8471c. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 12      BBBY: OrderID: afd8471c fully executed
2021-05-30 21:35:58 13      BBY_BBG000BCWCG1_2021-01-06
2021-05-30 21:35:58 14      BBY: BuyPending. Strategy: GoodGrowStrategy. Price: 102.66. StopLoss: 100.46. Candle: ID:179, Time: 14:30, Close: 102.66. Details: Reason: DayMax: 100.64. Current change: +2.01%
2021-05-30 21:35:58 14      BBY: OrderID: 29c1c5b3. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 14      BBY: OrderID: 29c1c5b3 fully executed
2021-05-30 21:35:58 14      BBY: Pulling stop loss to current price. Price: 102.3. MaxPrice: 103.36. Candle: ID:353, Time: 14:45, Close: 103.39.
2021-05-30 21:35:58 14      BBY: Pulling stop loss to current price. Price: 102.81. MaxPrice: 103.75. Candle: ID:477, Time: 14:50, Close: 103.82.
2021-05-30 21:35:58 14      BBY: Pulling stop loss to current price. Price: 103.76. MaxPrice: 103.89. Candle: ID:615, Time: 15:00, Close: 103.89.
2021-05-30 21:35:58 14      BBY: Pulling stop loss to current price. Price: 103.77. MaxPrice: 104.02. Candle: ID:674, Time: 15:05, Close: 104.06.
2021-05-30 21:35:58 14      BBY: SL reached. Pending. Close price: 103.74. Candle: ID:700, Time: 15:05, Close: 103.74. Profit: 1.08(1.05%)
2021-05-30 21:35:58 14      BBY: OrderID: 4b577af5. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 14      BBY: OrderID: 4b577af5 fully executed
2021-05-30 21:35:58 15      BEN_BBG000BD0TF8_2021-01-06
2021-05-30 21:35:58 18      BHF_BBG00DYPZ4T0_2021-01-06
2021-05-30 21:35:58 19      BIDU_BBG000QXWHD1_2021-01-06
2021-05-30 21:35:58 27      BIIB_BBG000C17X76_2021-01-06
2021-05-30 21:35:58 30      BILI_BBG00K7T3037_2021-01-06
2021-05-30 21:35:58 32      BILI: BuyPending. Strategy: GoodGrowStrategy. Price: 103.44. StopLoss: 100.16. Candle: ID:1528, Time: 14:35, Close: 103.44. Details: Reason: DayMax: 101.38. Current change: +2.03%
2021-05-30 21:35:58 32      BILI: OrderID: 48ec965e. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 32      BILI: OrderID: 48ec965e fully executed
2021-05-30 21:35:58 32      BILI: Pulling stop loss to current price. Price: 100.34. MaxPrice: 103.58. Candle: ID:1699, Time: 14:40, Close: 103.7.
2021-05-30 21:35:58 32      BILI: Pulling stop loss to current price. Price: 100.9. MaxPrice: 104. Candle: ID:2220, Time: 14:45, Close: 104.
2021-05-30 21:35:58 33      BILI: Pulling stop loss to current price. Price: 103. MaxPrice: 104. Candle: ID:2962, Time: 15:05, Close: 104.09.
2021-05-30 21:35:58 33      BILI: Pulling stop loss to current price. Price: 103.04. MaxPrice: 105.31. Candle: ID:3259, Time: 15:10, Close: 105.37.
2021-05-30 21:35:58 33      BILI: Pulling stop loss to current price. Price: 105.11. MaxPrice: 105.73. Candle: ID:3722, Time: 15:20, Close: 105.68.
2021-05-30 21:35:58 33      BILI: Pulling stop loss to current price. Price: 105.66. MaxPrice: 106.57. Candle: ID:4210, Time: 15:30, Close: 106.57.
2021-05-30 21:35:58 33      BILI: SL reached. Pending. Close price: 105.6. Candle: ID:4435, Time: 15:35, Close: 105.6. Profit: 2.16(2.09%)
2021-05-30 21:35:58 33      BILI: OrderID: 5e67e4a4. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 33      BILI: OrderID: 5e67e4a4 fully executed
2021-05-30 21:35:58 36      BK_BBG000BD8PN9_2021-01-06
2021-05-30 21:35:58 38      BK: BuyPending. Strategy: GoodGrowStrategy. Price: 44.17. StopLoss: 43.44. Candle: ID:714, Time: 14:40, Close: 44.17. Details: Reason: DayMax: 43.3. Current change: +2.01%
2021-05-30 21:35:58 38      BK: OrderID: 4fa82309. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 38      BK: OrderID: 4fa82309 fully executed
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.02. MaxPrice: 44.23. Candle: ID:1017, Time: 14:55, Close: 44.26.
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.03. MaxPrice: 44.36. Candle: ID:1136, Time: 15:00, Close: 44.4.
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.25. MaxPrice: 44.4. Candle: ID:1340, Time: 15:05, Close: 44.42.
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.37. MaxPrice: 44.49. Candle: ID:1404, Time: 15:10, Close: 44.49.
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.41. MaxPrice: 44.69. Candle: ID:1516, Time: 15:15, Close: 44.71.
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.48. MaxPrice: 44.8. Candle: ID:1655, Time: 15:20, Close: 44.82.
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.77. MaxPrice: 44.84. Candle: ID:1987, Time: 15:35, Close: 44.85.
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.78. MaxPrice: 44.88. Candle: ID:2116, Time: 15:40, Close: 44.89.
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.84. MaxPrice: 44.93. Candle: ID:2211, Time: 15:45, Close: 44.93.
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.88. MaxPrice: 45. Candle: ID:2322, Time: 15:50, Close: 45.02.
2021-05-30 21:35:58 38      BK: Pulling stop loss to current price. Price: 44.92. MaxPrice: 45.23. Candle: ID:2466, Time: 15:55, Close: 45.26.
2021-05-30 21:35:58 38      BK: Seems price is decreases. Closing by current price. Price: 45.08. Candle: ID:3063, Time: 16:25, Close: 45.08.
2021-05-30 21:35:58 38      BK: SL reached. Pending. Close price: 45.07. Candle: ID:3065, Time: 16:25, Close: 45.07. Profit: 0.90(2.04%)
2021-05-30 21:35:58 38      BK: OrderID: 974666d4. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 38      BK: OrderID: 974666d4 fully executed
2021-05-30 21:35:58 40      BKR_BBG00GBVBK51_2021-01-06
2021-05-30 21:35:58 41      BKR: BuyPending. Strategy: GoodGrowStrategy. Price: 22.36. StopLoss: 22.03. Candle: ID:1205, Time: 15:40, Close: 22.36. Details: Reason: DayMax: 21.92. Current change: +2.01%
2021-05-30 21:35:58 41      BKR: OrderID: 3a321a31. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 41      BKR: OrderID: 3a321a31 fully executed
2021-05-30 21:35:58 41      BKR: Pulling stop loss to current price. Price: 22.16. MaxPrice: 22.36. Candle: ID:1309, Time: 15:45, Close: 22.35.
2021-05-30 21:35:58 41      BKR: SL reached. Pending. Close price: 22.14. Candle: ID:1367, Time: 15:45, Close: 22.14. Profit: -0.22(-0.98%)
2021-05-30 21:35:58 41      BKR: OrderID: 4d4b902d. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 41      BKR: OrderID: 4d4b902d fully executed
2021-05-30 21:35:58 43      BLDR_BBG000BKD3K9_2021-01-06
2021-05-30 21:35:58 47      BLUE_BBG000QGWY50_2021-01-06
2021-05-30 21:35:58 48      BMRN_BBG000CZWZ05_2021-01-06
2021-05-30 21:35:58 49      BMRN: BuyPending. Strategy: GoodGrowStrategy. Price: 88.06. StopLoss: 86.4. Candle: ID:266, Time: 14:45, Close: 88.06. Details: Reason: Grow:1.23%;1.10%;0.52%;0.36%;
2021-05-30 21:35:58 49      BMRN: OrderID: 28442c2e. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 49      BMRN: OrderID: 28442c2e fully executed
2021-05-30 21:35:58 49      BMRN: Pulling stop loss to current price. Price: 87.31. MaxPrice: 88.06. Candle: ID:340, Time: 14:50, Close: 88.17.
2021-05-30 21:35:58 49      BMRN: Pulling stop loss to current price. Price: 87.88. MaxPrice: 88.06. Candle: ID:389, Time: 15:00, Close: 87.98.
2021-05-30 21:35:58 49      BMRN: SL reached. Pending. Close price: 87.87. Candle: ID:407, Time: 15:00, Close: 87.87. Profit: -0.19(-0.22%)
2021-05-30 21:35:58 49      BMRN: OrderID: b908f790. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 49      BMRN: OrderID: b908f790 fully executed
2021-05-30 21:35:58 50      BMY_BBG000DQLV23_2021-01-06
2021-05-30 21:35:58 54      BRK.B_BBG000DWG505_2021-01-06
2021-05-30 21:35:58 59      BSX_BBG000C0LW92_2021-01-06
2021-05-30 21:35:58 63      BTI_BBG000BWPXQ8_2021-01-06
2021-05-30 21:35:58 65      BUD_BBG000RYC984_2021-01-06
2021-05-30 21:35:58 67      BWA_BBG000BJ49H3_2021-01-06
2021-05-30 21:35:58 69      BYND_BBG003CVJP50_2021-01-06
2021-05-30 21:35:58 76      BZUN_BBG008HNS333_2021-01-06
2021-05-30 21:35:58 77      C_BBG000FY4S11_2021-01-06
2021-05-30 21:35:58 83      C: BuyPending. Strategy: GoodGrowStrategy. Price: 65.19. StopLoss: 63.28. Candle: ID:2556, Time: 14:35, Close: 65.19. Details: Reason: DayMax: 63.9. Current change: +2.02%
2021-05-30 21:35:58 83      C: OrderID: 882796a3. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 83      C: OrderID: 882796a3 fully executed
2021-05-30 21:35:58 83      C: Pulling stop loss to current price. Price: 64.5. MaxPrice: 65.19. Candle: ID:3224, Time: 14:40, Close: 65.13.
2021-05-30 21:35:58 83      C: SL reached. Pending. Close price: 64.49. Candle: ID:4594, Time: 14:50, Close: 64.49. Profit: -0.70(-1.07%)
2021-05-30 21:35:58 83      C: OrderID: 89a8cafc. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 83      C: OrderID: 89a8cafc fully executed
2021-05-30 21:35:58 91      CAG_BBG000BDXGP9_2021-01-06
2021-05-30 21:35:58 95      CAH_BBG000D898T9_2021-01-06
2021-05-30 21:35:58 97      CARG_BBG00HQ77DS2_2021-01-06
2021-05-30 21:35:58 97      CARR_BBG00RP5HYS8_2021-01-06
2021-05-30 21:35:58 99      CARR: BuyPending. Strategy: GoodGrowStrategy. Price: 38.82. StopLoss: 38.03. Candle: ID:149, Time: 14:30, Close: 38.82. Details: Reason: DayMax: 38.01. Current change: +2.13%
2021-05-30 21:35:58 99      CARR: OrderID: b7351fb4. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 99      CARR: OrderID: b7351fb4 fully executed
2021-05-30 21:35:58 99      CARR: Pulling stop loss to current price. Price: 38.31. MaxPrice: 38.84. Candle: ID:239, Time: 14:40, Close: 38.86.
2021-05-30 21:35:58 99      CARR: Pulling stop loss to current price. Price: 38.7. MaxPrice: 39.16. Candle: ID:290, Time: 14:45, Close: 39.18.
2021-05-30 21:35:58 99      CARR: Pulling stop loss to current price. Price: 39.24. MaxPrice: 39.41. Candle: ID:652, Time: 15:10, Close: 39.42.
2021-05-30 21:35:58 99      CARR: Pulling stop loss to current price. Price: 39.26. MaxPrice: 39.54. Candle: ID:721, Time: 15:15, Close: 39.55.
2021-05-30 21:35:58 99      CARR: Pulling stop loss to current price. Price: 39.41. MaxPrice: 39.55. Candle: ID:768, Time: 15:20, Close: 39.57.
2021-05-30 21:35:58 99      CARR: SL reached. Pending. Close price: 39.4. Candle: ID:905, Time: 15:25, Close: 39.4. Profit: 0.58(1.49%)
2021-05-30 21:35:58 99      CARR: OrderID: dcb8d3ac. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:58 99      CARR: OrderID: dcb8d3ac fully executed
2021-05-30 21:35:59 00      CAT_BBG000BF0K17_2021-01-06
2021-05-30 21:35:59 01      CAT: BuyPending. Strategy: GoodGrowStrategy. Price: 192.3. StopLoss: 189.13. Candle: ID:782, Time: 14:45, Close: 192.3. Details: Reason: Grow:0.99%;0.66%;0.68%;0.32%;
2021-05-30 21:35:59 02      CAT: OrderID: 6a3759b2. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:59 02      CAT: OrderID: 6a3759b2 fully executed
2021-05-30 21:35:59 02      CAT: Pulling stop loss to current price. Price: 190.19. MaxPrice: 192.73. Candle: ID:900, Time: 14:50, Close: 192.61.
2021-05-30 21:35:59 02      CAT: Pulling stop loss to current price. Price: 192.25. MaxPrice: 193.12. Candle: ID:1081, Time: 15:00, Close: 193.3.
2021-05-30 21:35:59 02      CAT: Pulling stop loss to current price. Price: 192.65. MaxPrice: 193.85. Candle: ID:1265, Time: 15:15, Close: 193.93.
2021-05-30 21:35:59 02      CAT: Seems price is decreases. Closing by current price. Price: 193.11. Candle: ID:1433, Time: 15:25, Close: 193.11.
2021-05-30 21:35:59 02      CAT: SL reached. Pending. Close price: 193.07. Candle: ID:1435, Time: 15:25, Close: 193.07. Profit: 0.77(0.40%)
2021-05-30 21:35:59 02      CAT: OrderID: 32bbe0b3. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:59 02      CAT: OrderID: 32bbe0b3 fully executed
2021-05-30 21:35:59 04      CB_BBG000BR14K5_2021-01-06
2021-05-30 21:35:59 06      CBRE_BBG000C04224_2021-01-06
2021-05-30 21:35:59 07      CCL_BBG000BF6LY3_2021-01-06
2021-05-30 21:35:59 10      CCL: BuyPending. Strategy: GoodGrowStrategy. Price: 21.23. StopLoss: 20.9. Candle: ID:1387, Time: 10:45, Close: 21.23. Details: Reason: DayMax: 20.81. Current change: +2.02%
2021-05-30 21:35:59 10      CCL: OrderID: 6a6a59da. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:59 10      CCL: OrderID: 6a6a59da fully executed
2021-05-30 21:35:59 10      CCL: Pulling stop loss to current price. Price: 20.92. MaxPrice: 21.23. Candle: ID:1393, Time: 10:50, Close: 21.22.
2021-05-30 21:35:59 10      CCL: SL reached. Pending. Close price: 20.9. Candle: ID:1556, Time: 10:55, Close: 20.9. Profit: -0.33(-1.55%)
2021-05-30 21:35:59 10      CCL: OrderID: 63169ac6. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:59 10      CCL: OrderID: 63169ac6 fully executed
2021-05-30 21:35:59 16      CDNS_BBG000C13CD9_2021-01-06
2021-05-30 21:35:59 21      CDW_BBG001P63B80_2021-01-06
2021-05-30 21:35:59 23      CERN_BBG000BFDLV8_2021-01-06
2021-05-30 21:35:59 24      CERN: BuyPending. Strategy: GoodGrowStrategy. Price: 78.21. StopLoss: 76.65. Candle: ID:90, Time: 14:30, Close: 78.21. Details: Reason: DayMax: 76.66. Current change: +2.02%
2021-05-30 21:35:59 24      CERN: OrderID: e14b87c7. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:59 24      CERN: OrderID: e14b87c7 fully executed
2021-05-30 21:35:59 24      CERN: Pulling stop loss to current price. Price: 76.74. MaxPrice: 78.26. Candle: ID:186, Time: 14:40, Close: 78.2.
2021-05-30 21:35:59 24      CERN: Pulling stop loss to current price. Price: 78. MaxPrice: 78.44. Candle: ID:250, Time: 14:45, Close: 78.37.
2021-05-30 21:35:59 24      CERN: Pulling stop loss to current price. Price: 78.3. MaxPrice: 78.66. Candle: ID:374, Time: 14:55, Close: 78.67.
2021-05-30 21:35:59 24      CERN: Seems price is decreases. Closing by current price. Price: 78.51. Candle: ID:462, Time: 15:05, Close: 78.51.
2021-05-30 21:35:59 24      CERN: SL reached. Pending. Close price: 78.49. Candle: ID:480, Time: 15:05, Close: 78.49. Profit: 0.28(0.36%)
2021-05-30 21:35:59 24      CERN: OrderID: 7b82582c. PlacedOrder. Status: New. RejectReason: 
2021-05-30 21:35:59 24      CERN: OrderID: 7b82582c fully executed
2021-05-30 21:35:59 26      CF_BBG000BWJFZ4_2021-01-06
2021-05-30 21:35:59 26      CF: BuyPending. Strategy: GoodGrowStrategy. Price: 41.26. StopLoss: 40.5. Candle: ID:48, Time: 14:30, Close: 41.26. Details: Reason: DayMax: 40.42. Current change: +2.08%
